date;time;station;component_1;component_2;component_3;component_4;component_5;component_6;component_7;component_8;component_9
2026-04-05;17:00;EST-02;26,74;43,86;25,2;30,69;81,91;1,064;;0;62,6
2026-04-05;18:00;EST-02;31,35;52,96;39,81;54,05;78,33;0,8;3,59;0,61;358,9
2026-04-05;19:00;EST-02;24,69;48,56;31,24;;78,24;0,635;5,87;0;132,7
2026-04-05;20:00;EST-02;27,78;45,83;26,37;22,21;77,19;0,688;2,45;3,96;208
2026-04-05;21:00;EST-02;28,17;46,02;32,21;44,03;86,07;0,671;4,87;0,25;134,3
2026-04-05;22:00;EST-02;27,51;46,6;27,38;34,13;88,26;0,531;4,84;3,39;299,1
2026-04-05;23:00;EST-02;23,9;34,33;15,44;34,03;;0,585;10,23;2,99;42,4
2026-04-06;00:00;EST-02;23,75;32,15;19,36;23,88;68,48;0,245;7,19;2,95;142,8
2026-04-06;01:00;EST-02;27,17;46,29;21,72;;67,98;0,514;5,51;2,74;283,2
2026-04-06;02:00;EST-02;30,12;45,33;21,96;34,05;58,34;0,279;3,29;1,76;305,5
2026-04-06;03:00;EST-02;21,53;36,05;26,67;41,77;41,23;0,51;2,88;3,18;91,7
2026-04-06;04:00;EST-02;23,77;;21,23;40,47;51,88;0,616;5,88;3,5;33,3
2026-04-06;05:00;EST-02;29,64;44,67;26,51;29,33;40,75;0,814;;4,22;274,8
2026-04-06;06:00;EST-02;24,32;38,64;18,49;25,78;38,18;0,541;5,85;2,88;86,1
2026-04-06;07:00;EST-02;30,37;48,55;24,7;40,55;41,68;0,522;7,7;2,47;136,6
2026-04-06;08:00;EST-02;26,38;49,29;27,38;25,97;37,93;0,999;5,66;2,12;122,2
2026-04-06;09:00;EST-02;32,03;49,64;31,76;47,1;37,69;0,904;4,62;0;199,5
2026-04-06;10:00;EST-02;28,79;52,23;25,78;33,04;41,79;1,144;3,91;5,19;74,5
2026-04-06;11:00;EST-02;29,19;48,14;35,3;56,3;39,86;0,959;4,91;4,34;217,3
2026-04-06;12:00;EST-02;36,96;58,3;;16,92;42,82;1,143;3,87;3,45;216
2026-04-06;13:00;EST-02;27,43;41,41;39,83;57,6;52,09;1,322;2,76;1,2;209,2
2026-04-06;14:00;EST-02;36,3;57,28;36,53;58,55;74,86;1,231;6,47;4,05;14
2026-04-06;15:00;EST-02;31,97;43,46;38,63;49,08;64,76;1,074;3,43;3,3;94,1
2026-04-06;16:00;EST-02;24,01;33,93;31,06;45,44;75,02;1,185;2,43;2,87;10,6
2026-04-06;17:00;EST-02;26,28;46,49;41,16;65,22;72,49;1,26;3,01;3,48;
2026-04-06;18:00;EST-02;29,1;32,04;33,49;47,62;76,86;1,263;1,68;1,65;109,8
2026-04-06;19:00;EST-02;26,78;49,04;39,98;50,36;76,98;0,73;6,61;4,18;183,2
2026-04-06;20:00;EST-02;;28,02;;47,59;69,6;0,752;7,24;;18,3
2026-04-06;21:00;EST-02;29,56;40,79;25,95;35,3;75,6;0,551;7,01;1,03;66,6
2026-04-06;22:00;EST-02;24,25;38,65;27,81;34,14;82,73;0,293;;0;110
2026-04-06;23:00;EST-02;28,59;49,48;16,44;13,65;72,01;0,545;0;2,48;335,8
2026-04-07;00:00;EST-02;;40,6;22,46;27,11;60,38;0,474;2,09;1,63;244
2026-04-07;01:00;EST-02;29,81;47,46;23,11;20,8;68,65;0,405;;1,69;57,9
2026-04-07;02:00;EST-02;28,24;44,62;14,46;40,65;55,53;0,39;4,69;2,9;5,1
2026-04-07;03:00;EST-02;23,4;36,03;14,76;37,87;55,5;0,503;3,33;1,97;333,7
2026-04-07;04:00;EST-02;18,34;28,37;19,3;36,4;44,82;0,367;2,2;4,66;311
2026-04-07;05:00;EST-02;27,42;49,69;22,2;20,06;39,67;0,646;1,48;3,09;
2026-04-07;06:00;EST-02;27,51;46,84;20,33;20,66;48,97;0,506;0;3,47;259,1
2026-04-07;07:00;EST-02;28,83;54,49;27,5;46,46;43,6;0,935;1,88;2,49;70,3
2026-04-07;08:00;EST-02;27,24;50,49;27,84;55,53;54,73;0,842;5,11;4,29;213
2026-04-07;09:00;EST-02;23,79;45,6;33,96;45,73;42,75;0,546;3,62;1,37;30,1
2026-04-07;10:00;EST-02;33,98;57,83;;39,79;48,22;1,094;6,49;5,68;352,1
2026-04-07;11:00;EST-02;29,27;42,39;;53,21;46,45;1,237;1,8;0,94;207,8
2026-04-07;12:00;EST-02;30,02;40,66;38,42;52,46;47,28;1,277;3,88;4,09;56,4
2026-04-07;13:00;EST-02;31,77;47,45;39,62;61,17;54,36;1,264;2,37;3,64;354,5
2026-04-07;14:00;EST-02;35,41;57,02;47,6;57,41;53,14;1,108;1,23;0,43;207,9
2026-04-07;15:00;EST-02;31,85;48,08;;48,04;77,08;1,076;1,36;;95,2
2026-04-07;16:00;EST-02;39,62;60,23;42,89;68,7;68,87;1,035;5,48;3,36;64,7
2026-04-07;17:00;EST-02;26,31;26,88;40,05;;75,17;0,829;1,8;1,78;106,5
2026-04-07;18:00;EST-02;30,47;52,25;46,35;64,73;86,01;0,876;0,65;1,97;261,1
2026-04-07;19:00;EST-02;29,09;41,87;22,82;45,83;78,09;0,658;5,8;1,41;219,2
2026-04-07;20:00;EST-02;25,07;36,86;31,72;49,16;86,61;0,787;5,06;3,62;
2026-04-07;21:00;EST-02;26,39;33,56;30,41;42,91;78,84;0,888;1,14;4,97;92,1
2026-04-07;22:00;EST-02;27,27;41,26;16,66;22,21;81,33;0,701;;0;350,5
2026-04-07;23:00;EST-02;33,38;46,85;30,06;34,62;75,05;0,611;2,36;4,89;137,3
2026-04-08;00:00;EST-02;26,38;40,6;24,63;47,12;71,21;0,713;2,78;3,65;194,3
2026-04-08;01:00;EST-02;19,86;33,06;20,38;21,7;69,32;0,436;3,85;2,4;183,4
2026-04-08;02:00;EST-02;22,53;36,89;16,78;44,75;53,54;0,312;2,99;5,56;41
2026-04-08;03:00;EST-02;25,84;42,83;22,01;40,7;64,12;0,346;4,39;0;93,3
2026-04-08;04:00;EST-02;21,36;33,06;12,91;21,32;41,82;0,476;1,55;1,23;350,4
2026-04-08;05:00;EST-02;;50,93;30,73;36,84;56,85;0,297;5,49;1,76;111,8
2026-04-08;06:00;EST-02;28,46;51,2;29,58;43,13;45,47;0,679;4,61;3,31;236
2026-04-08;07:00;EST-02;30,34;38,77;26,76;26,39;44,34;0,943;3,05;2,69;240,6
2026-04-08;08:00;EST-02;19,73;28,43;31,82;21,38;36,14;0,965;6,01;3,06;26,3
2026-04-08;09:00;EST-02;29,9;51,17;31,01;44,34;38,89;1,093;7,04;;276,1
2026-04-08;10:00;EST-02;26,18;49,56;37,72;;40,88;1,064;1,83;3,45;70,1
2026-04-08;11:00;EST-02;37,35;64,02;30,16;43,8;60,7;0,953;3,88;4,62;152,1
2026-04-08;12:00;EST-02;41,38;61,82;33,71;56,99;44,82;1,117;3,87;4,05;60,4
2026-04-08;13:00;EST-02;33,69;51,49;45,73;96,23;60,97;1,201;1,4;1,54;242,5
2026-04-08;14:00;EST-02;29,86;47,68;;78,42;;1,019;6,67;2,43;
2026-04-08;15:00;EST-02;34,71;61,7;27,53;31,95;66,51;1,297;2,97;1,25;73,7
2026-04-08;16:00;EST-02;29,59;50,6;33,1;35,53;76,53;1,184;5,84;1,7;337,9
2026-04-08;17:00;EST-02;36,27;48,9;43,33;71,22;81,3;0,98;2,37;2,18;28,9
2026-04-08;18:00;EST-02;26,15;45,71;38,25;45,15;83,38;1,068;7,02;3,35;203,9
2026-04-08;19:00;EST-02;30,94;55,39;26,15;35,64;81,08;0,867;4,89;3,45;325,4
2026-04-08;20:00;EST-02;27,29;39,25;35,49;52,48;75,89;0,771;0,51;2,55;61,8
2026-04-08;21:00;EST-02;24,67;48,97;21,63;35,93;94,44;0,858;3,94;0,8;42,1
2026-04-08;22:00;EST-02;24,35;34,84;21,4;27,35;78,71;0,673;1,52;1,48;147,3
2026-04-08;23:00;EST-02;24,39;50,04;24,09;20,82;;0,599;3,75;0,68;209,8
2026-04-09;00:00;EST-02;20,26;36,37;;36,08;82,24;0,538;2,88;4,16;197
2026-04-09;01:00;EST-02;24,79;31,91;15,17;21,66;69,38;0,158;4,99;1,27;297,1
2026-04-09;02:00;EST-02;22,59;29,41;20,38;21,2;69,61;0,4;3,7;3,39;32
2026-04-09;03:00;EST-02;18,98;32,82;14,84;11,98;61,84;0,492;1,49;1,57;348
2026-04-09;04:00;EST-02;31,64;56,06;19,24;31,54;43,86;0,353;4,21;3,18;317,6
2026-04-09;05:00;EST-02;26,16;42,33;22,11;28,59;45,3;0,552;4,82;2,8;110,8
2026-04-09;06:00;EST-02;22;37,6;32,36;46,52;42,21;;1,73;4,46;55,1
2026-04-09;07:00;EST-02;24,29;37,86;24,78;45,18;41,47;0,72;5,15;1,39;236
2026-04-09;08:00;EST-02;29,1;;31,26;43,4;42,78;0,805;4,52;4,51;161,3
2026-04-09;09:00;EST-02;27,67;;34,99;52,67;59,2;;;2,04;291,9
2026-04-09;10:00;EST-02;28,74;;37,03;55,07;43,39;0,944;3,64;3,59;287,7
2026-04-09;11:00;EST-02;26,8;47,46;33,82;51,1;46,71;1,318;3,16;2,77;329,2
2026-04-09;12:00;EST-02;27,97;44,31;37,33;48,15;49,36;1,313;2,8;3,35;205
2026-04-09;13:00;EST-02;26,28;45,16;32,59;50,65;53,78;1,188;1,41;2,68;202,4
2026-04-09;14:00;EST-02;28,77;42,39;42,27;63,02;;1,502;5,06;3,55;49
2026-04-09;15:00;EST-02;24,44;43,16;36,83;55,92;65,86;1,222;2,45;3,8;266,1
2026-04-09;16:00;EST-02;40,45;78,14;46,82;;71,49;1,321;3,81;0,17;350,7
2026-04-09;17:00;EST-02;35,34;56,36;30,95;38,63;65,22;1,225;0,79;2,93;287,7
2026-04-09;18:00;EST-02;24,29;40,3;33,33;53,37;71,71;0,886;0;0;312,2
2026-04-09;19:00;EST-02;37,37;60,35;28,47;37,47;86,56;0,826;4,48;2,48;339,7
2026-04-09;20:00;EST-02;25,9;43,19;25,12;38,78;79,17;0,819;6,77;2,25;210,3
2026-04-09;21:00;EST-02;19,8;28,85;27,55;53,96;69,56;0,682;6,91;1,32;229,5
2026-04-09;22:00;EST-02;27,33;44,83;32,83;49,55;87,29;0,546;2,52;2,16;153,7
2026-04-09;23:00;EST-02;27,11;41,05;19,57;31,39;69,28;0,633;3,04;4,24;268,3
2026-04-10;00:00;EST-02;25,12;43,99;22,24;37,08;72,66;0,204;6,02;2,37;205,6
2026-04-10;01:00;EST-02;26,9;38,4;15,77;27,32;65,36;0,554;3,64;4,04;17,7
2026-04-10;02:00;EST-02;25,15;38;21,16;39,17;61,67;0,48;4,09;2,69;38,8
2026-04-10;03:00;EST-02;28,94;46,79;21,41;24,36;55,79;0,46;5,7;;115
2026-04-10;04:00;EST-02;28,44;44,98;16,4;33,66;60,78;0,493;5,42;3,65;352,7
2026-04-10;05:00;EST-02;28,08;36,97;32,98;54,69;44,8;0,363;5,01;2,08;100,3
2026-04-10;06:00;EST-02;28,97;42,96;19,42;30,27;41,48;0,622;1,31;2,12;24,1
2026-04-10;07:00;EST-02;29,39;42,29;21,57;30,32;46,05;0,757;2,98;2,95;249,7
2026-04-10;08:00;EST-02;28,82;36,31;31,02;59,77;34,28;0,804;3,55;2,64;11,5
2026-04-10;09:00;EST-02;33,6;54,26;38,97;53,62;40,58;0,803;0,37;2,91;129,1
2026-04-10;10:00;EST-02;31,83;55,05;32,93;44,15;50,59;1,301;6,98;3,71;46,3
2026-04-10;11:00;EST-02;31,67;46,15;29,83;32,75;48,16;1,039;1,06;;9,6
2026-04-10;12:00;EST-02;26,77;40,62;37,06;46,94;57,56;0,861;0,03;2,5;182,4
2026-04-10;13:00;EST-02;;;35,07;49,04;54,17;1,419;3,35;2,42;173
2026-04-10;14:00;EST-02;31,22;53,29;43,23;;63,74;1,229;4,2;1,64;61,3
2026-04-10;15:00;EST-02;39,98;;41,18;64,5;61,96;1,147;5,9;4,73;149
2026-04-10;16:00;EST-02;29,53;60,34;39,14;69,39;73,24;1,183;3,39;3,91;214,4
2026-04-10;17:00;EST-02;26,69;40,59;41,65;57,27;73,18;1,234;6,21;1,83;28,5
2026-04-10;18:00;EST-02;25,17;34,89;35,62;50,12;;0,893;1,87;3,18;311,9
2026-04-10;19:00;EST-02;24,99;28,8;34,68;34,13;81,51;1,149;7,35;0;237,3
2026-04-10;20:00;EST-02;24,04;31,31;29,43;51,03;85,6;0,693;5,41;0;171,9
2026-04-10;21:00;EST-02;23,67;38,34;26,4;35,82;80,27;0,7;5,08;2,72;197,9
2026-04-10;22:00;EST-02;27,61;49,13;22,22;30,63;86,29;0,435;7,61;0,49;341,6
2026-04-10;23:00;EST-02;21,37;47,32;20,41;24,57;73,92;0,531;3,34;2,3;265,6
2026-04-11;00:00;EST-02;24,76;;26,53;47,62;70,87;0,576;1,8;3,65;32,5
2026-04-11;01:00;EST-02;19,4;29,92;27,34;39,73;76,16;;6,1;1,52;49,5
2026-04-11;02:00;EST-02;24,87;43,76;21,25;23,84;67,28;0,66;2,83;0;140,7
2026-04-11;03:00;EST-02;22,81;35,71;23,12;28,72;55,21;0,399;;2,55;74,5
2026-04-11;04:00;EST-02;19,75;32,44;15,69;9,47;55,81;0,556;3,26;2,94;145,3
2026-04-11;05:00;EST-02;27,58;47,76;9,9;11,94;50,97;0,456;4,07;3,63;61,9
2026-04-11;06:00;EST-02;20,81;42,34;30,63;41,94;43,49;0,172;3,35;0,47;279,7
2026-04-11;07:00;EST-02;27,58;48,3;34,4;47,94;56,36;0,731;1,38;;109
2026-04-11;08:00;EST-02;30,37;42,91;28,51;;39,31;0,922;;4,25;146,5
2026-04-11;09:00;EST-02;33,85;45,97;25,65;26,19;42,74;1,084;2,8;1,78;95
2026-04-11;10:00;EST-02;32,29;48,8;32,33;34,5;41,25;1,177;4,18;1,39;158,5
2026-04-11;11:00;EST-02;28,49;54,1;44,09;62,17;38,87;1,426;4,77;2,01;346,2
2026-04-11;12:00;EST-02;34,27;62,7;35,35;;44,88;1,246;3,95;2,92;275,4
2026-04-11;13:00;EST-02;30,86;44,17;43,61;72,97;53,48;1,269;4,86;2,51;118,7
2026-04-11;14:00;EST-02;26,79;;29,3;52,29;64,21;1,196;0;0;135,1
2026-04-11;15:00;EST-02;39,75;59,4;43,98;57,73;67,51;1,369;3,31;1,46;311,7
2026-04-11;16:00;EST-02;31,65;57,18;35,23;60,58;73,64;1,212;4,26;1,74;
2026-04-11;17:00;EST-02;29,06;;36,06;38,51;66,07;0,824;5,24;0,77;11,5
2026-04-11;18:00;EST-02;30,55;48,49;37,19;53,34;;0,951;4,85;4,96;167,1
2026-04-11;19:00;EST-02;23,58;35,63;;46,82;87,4;0,956;;4,57;42,6
2026-04-11;20:00;EST-02;32,63;54,95;28,25;45,69;86,9;0,771;3,3;4,2;304
2026-04-11;21:00;EST-02;23,97;36,77;29,17;44,73;78,18;0,979;4,84;3,3;260,2
2026-04-11;22:00;EST-02;24,2;;18,73;24,85;70,39;0,712;4,84;2,08;319,5
2026-04-11;23:00;EST-02;28,22;38,33;23,95;39,13;65,45;0,62;0,65;;131,3
2026-04-12;00:00;EST-02;30,26;41,47;;19,39;69,52;;5,05;0;209,2
2026-04-12;01:00;EST-02;21,84;39,75;;46,37;66,26;0,05;4,78;;308,5
2026-04-12;02:00;EST-02;25,85;34,23;;39,79;53,5;0,228;5,89;1,85;124,9
2026-04-12;03:00;EST-02;30,25;51,16;;16,64;69,11;0,41;6,79;3,84;11
2026-04-12;04:00;EST-02;22,48;44,65;;25,1;55,3;0,435;1,93;2,89;295,2
2026-04-12;05:00;EST-02;23,31;32,5;;28,03;41,76;0,753;4,99;5,19;139,5
2026-04-12;06:00;EST-02;23,8;48,64;;29,53;49;0,414;5,42;3,38;72,5
2026-04-12;07:00;EST-02;30,52;56,64;;30,7;55,34;0,467;1,15;3,35;304,4
2026-04-12;08:00;EST-02;28,76;;;24,03;30,76;0,917;0,91;0,58;309,6
2026-04-12;09:00;EST-02;33,28;52,3;;53,92;41,39;0,739;5,13;3,42;211,4
2026-04-12;10:00;EST-02;31,25;42,99;;53,82;41,78;0,956;;3,83;82
2026-04-12;11:00;EST-02;26,85;40,99;;71,63;38,01;1,286;6,7;0,74;126
2026-04-12;12:00;EST-02;31,18;56,61;;58,3;62,51;0,812;3,26;1,87;117,1
2026-04-12;13:00;EST-02;;65,02;;52,97;59,88;;0;4,06;61,6
2026-04-12;14:00;EST-02;26,86;41,73;;57,89;52,69;1,483;6,01;2;13
2026-04-12;15:00;EST-02;33,3;46,5;;47,14;66,75;;1,76;4,97;271,5
2026-04-12;16:00;EST-02;32,29;39,6;;53,64;73,16;0,823;4,41;3,05;88,3
2026-04-12;17:00;EST-02;28,21;31,68;;36,15;80,56;;3,1;4,64;225,3
2026-04-12;18:00;EST-02;33,59;43,89;;49,28;79,93;1,015;1,76;2,65;267,8
2026-04-12;19:00;EST-02;33,78;70,42;;43,93;66,12;;7,11;0,96;17,7
2026-04-12;20:00;EST-02;30,62;57,89;;37,37;82,43;0,706;2,85;3,12;327,4
2026-04-12;21:00;EST-02;35,49;59,42;;37,86;84,47;0,588;4,79;3,53;
2026-04-12;22:00;EST-02;26,14;56,27;;54,41;83,91;0,865;1,13;4,56;123,4
2026-04-12;23:00;EST-02;22,91;40,03;;31,5;73,07;0,532;3,63;3,78;354,5
2026-04-13;00:00;EST-02;;37,53;14,86;18,2;66,36;0,524;4,9;1,81;314,1
2026-04-13;01:00;EST-02;21,19;33,19;23,54;40,09;74,84;0,478;6,1;1,5;112,9
2026-04-13;02:00;EST-02;27,62;53,27;11,66;9,06;66,94;0,002;4,98;4,09;201,8
2026-04-13;03:00;EST-02;22,42;29,42;17,73;20,89;52,73;0,303;3,46;;36,5
2026-04-13;04:00;EST-02;22,96;38,8;;21,12;41,77;0,218;1,59;2,78;167,5
2026-04-13;05:00;EST-02;18,02;25,55;16,09;20,42;54,31;0,45;3,9;4,68;61,8
2026-04-13;06:00;EST-02;22,96;37,69;20,86;32,57;47,77;0,395;4,35;2,32;244,1
2026-04-13;07:00;EST-02;30,29;51,33;25,9;43,72;;0,498;0;2,39;220,6
2026-04-13;08:00;EST-02;29,59;35,52;26,76;41,23;35,82;0,861;2,89;2,45;301
2026-04-13;09:00;EST-02;32,85;53,11;28,52;36,26;46,5;;;1,92;182,5
2026-04-13;10:00;EST-02;25,96;30,43;37,6;60,36;;1,055;6,17;3,39;100,6
2026-04-13;11:00;EST-02;27,05;43,77;38,31;54,4;46,78;0,92;;3,21;277,5
2026-04-13;12:00;EST-02;31,91;61,13;35,54;60,01;47,6;1,313;6,47;2,06;120,8
2026-04-13;13:00;EST-02;33,74;48,72;37,79;61,97;62,36;1,028;3,72;2,81;294,4
2026-04-13;14:00;EST-02;41,43;67,69;39,69;65,09;59,81;1,351;0,66;1,82;203,4
2026-04-13;15:00;EST-02;38,14;56,39;35,21;53,83;63,44;1,146;5,75;1,68;219,8
2026-04-13;16:00;EST-02;;42,08;29,34;38,7;63,65;1,392;8,33;0,91;144,6
2026-04-13;17:00;EST-02;26,99;41,32;46,09;60,79;74,43;0,941;6,29;0;281,3
2026-04-13;18:00;EST-02;29,82;43,74;39,32;64,66;70,85;1,314;1,15;4,43;277,9
2026-04-13;19:00;EST-02;27,02;40,78;32,42;47,06;75,8;0,868;2,46;0,68;107,6
2026-04-13;20:00;EST-02;23,4;34,92;32,16;45,99;93,85;0,468;4,94;2,51;288,4
2026-04-13;21:00;EST-02;29,83;46,74;28,28;33,63;85;0,415;5,55;2,47;9,1
2026-04-13;22:00;EST-02;25,07;39,16;31,49;69,95;86,64;0,515;5,26;3,51;241,3
2026-04-13;23:00;EST-02;20,13;31,83;26,97;24,86;71,82;0,603;4,08;4,62;259
2026-04-14;00:00;EST-02;33,94;45,08;11,19;;65,19;0,448;3,85;2,21;344,3
2026-04-14;01:00;EST-02;;39,48;25,86;34,76;61,39;0,16;3,66;0,6;38,9
2026-04-14;02:00;EST-02;26,11;31,11;27,06;39,16;61,74;0,245;5,53;2,5;205,3
2026-04-14;03:00;EST-02;24,94;29,8;12,16;8,07;58,92;0,413;6,1;1,12;335,9
2026-04-14;04:00;EST-02;24,08;32,87;;32,04;48,23;0,46;3,74;2,27;30,9
2026-04-14;05:00;EST-02;19,95;32,37;18,92;18,32;46,41;0,627;4,37;1,7;177,8
2026-04-14;06:00;EST-02;28,54;31,29;28,99;25,59;36,19;0,523;8,34;5,02;159,2
2026-04-14;07:00;EST-02;28,39;34,25;28,2;35,08;37,78;0,72;3,06;3,8;41,4
2026-04-14;08:00;EST-02;;40,01;27,95;41,57;35,3;0,825;3,58;1,51;243
2026-04-14;09:00;EST-02;28,42;40,86;32,62;43,45;39,01;1,142;4,83;1,93;227,6
2026-04-14;10:00;EST-02;25,89;38,81;33,4;36,79;47;0,924;3,29;1,65;43,2
2026-04-14;11:00;EST-02;28,18;32,67;29,07;46,77;55,88;0,981;;3,61;190,1
2026-04-14;12:00;EST-02;30,42;49,76;43,05;63,44;47,94;;7,96;2,88;124,5
2026-04-14;13:00;EST-02;34,02;56,08;40,2;63,46;61,14;1,226;2,61;3,08;182,4
2026-04-14;14:00;EST-02;30,77;65,3;32,3;52,89;56,82;1,22;9,14;1,06;157,6
2026-04-14;15:00;EST-02;31,79;45,79;44,08;57,44;71,1;0,987;0,39;2,16;252,3
2026-04-14;16:00;EST-02;37,54;50,88;33,47;50,17;68,48;0,919;8,08;1;232,1
2026-04-14;17:00;EST-02;29,99;;39,38;48,52;74,19;1,049;5,5;0,75;
2026-04-14;18:00;EST-02;26,96;43,09;;30,49;74,07;0,854;3,17;1,03;153,2
2026-04-14;19:00;EST-02;;36,08;30,62;50,82;82,61;0,889;1,13;0,79;266,7
2026-04-14;20:00;EST-02;33,23;56,35;25,69;31,45;;0,667;4,92;2,07;39,3
2026-04-14;21:00;EST-02;31,97;59;30,77;;84,91;0,644;7,26;3,11;
2026-04-14;22:00;EST-02;26,51;52,85;17,83;39,67;78,2;0,389;2,5;0,02;20,9
2026-04-14;23:00;EST-02;21,02;34,64;28,6;34,66;74,53;0,322;3,22;6,36;352
2026-04-15;00:00;EST-02;23,48;33,89;21,13;30,62;69,49;;2,09;1,06;145,5
2026-04-15;01:00;EST-02;19,46;35,51;20,27;13,75;67,83;0,161;5,39;2,13;262,9
2026-04-15;02:00;EST-02;;38,89;9,9;7,81;54,67;0,674;;3,9;338,4
2026-04-15;03:00;EST-02;23,42;37,27;25,87;38,72;50,48;0,657;3,41;1,82;224
2026-04-15;04:00;EST-02;27,07;43,92;21,84;27,35;48,55;0,398;4,93;3,46;321,9
2026-04-15;05:00;EST-02;28,97;45,87;20,41;30,16;39,7;;0,92;0,96;269,8
2026-04-15;06:00;EST-02;;39,14;33,05;45,33;48,54;0,953;4,81;1,35;191,2
2026-04-15;07:00;EST-02;26,97;39,35;24,62;42,35;48,84;0,449;2,36;1,8;
2026-04-15;08:00;EST-02;32,57;68,33;27,67;35,41;45,53;0,698;3,72;1,88;80,5
2026-04-15;09:00;EST-02;29,53;46,15;38,94;54,57;35,15;0,865;0;0,68;12,7
2026-04-15;10:00;EST-02;29,01;51,95;25,17;33,29;41,83;1,143;5,35;3,46;218,7
2026-04-15;11:00;EST-02;29,36;54,98;31,85;35,94;52,37;0,857;5,15;2,65;111,9
2026-04-15;12:00;EST-02;31,23;50,3;41,21;;47,76;1,218;3,94;1,89;318,3
2026-04-15;13:00;EST-02;38,24;58,53;37,3;38,56;56,57;;5,67;2,66;285,9
2026-04-15;14:00;EST-02;34,92;62,56;44,92;75,45;60,98;1,001;;3,67;347,4
2026-04-15;15:00;EST-02;36,99;70,86;42,76;61,69;58,87;1,233;;2,82;
2026-04-15;16:00;EST-02;33,35;52,78;43,34;38,88;73,14;1,327;7,74;3,6;220,5
2026-04-15;17:00;EST-02;31,5;50,42;39,72;55,58;71,45;;1,78;3,29;0,2
2026-04-15;18:00;EST-02;28,56;42,29;37,53;58,78;72,54;0,807;5,91;0,44;63,1
2026-04-15;19:00;EST-02;35,5;66,52;36,28;56,46;94,83;;3,07;3,77;329,4
2026-04-15;20:00;EST-02;32,96;52,5;30,66;40,72;78,86;0,718;4,54;1,34;249,5
2026-04-15;21:00;EST-02;29,58;53,92;;16,88;81,29;1,131;;1,67;283,6
2026-04-15;22:00;EST-02;28,91;38,05;;43,25;78,78;0,604;6,29;1,37;203,1
2026-04-15;23:00;EST-02;26,46;30,08;21,42;39,49;;0,674;5,24;6,12;349,8
2026-04-16;00:00;EST-02;26,13;39,18;26,12;36,08;82,31;0,374;6,81;3,39;316
2026-04-16;01:00;EST-02;26,31;43,66;22,12;29,31;62,97;0,363;0,63;3,76;206,3
2026-04-16;02:00;EST-02;23,13;40,9;24,2;19,68;61,45;0,469;;4,52;293,2
2026-04-16;03:00;EST-02;15,94;30,37;17,66;10,65;55,87;0,598;1,47;6;162,2
2026-04-16;04:00;EST-02;24,88;32,5;21,55;29,1;43,06;0,877;3,01;1,76;260,2
2026-04-16;05:00;EST-02;32,43;58,64;16,92;25,4;36,57;0,652;;1,3;45,3
2026-04-16;06:00;EST-02;27,78;42,88;32,6;51,42;48,55;0,416;7,4;1,3;122,2
2026-04-16;07:00;EST-02;35,05;;32,57;20,94;41,51;0,862;5,85;0,67;59,5
2026-04-16;08:00;EST-02;17,85;31,05;20,58;37,86;49,1;0,729;5,04;;142,5
2026-04-16;09:00;EST-02;24,45;42,85;24,38;19,5;41,95;0,872;4,54;1,53;37,1
2026-04-16;10:00;EST-02;30,64;50,43;35,99;58,4;48,14;1,066;5,47;0;77,2
2026-04-16;11:00;EST-02;30,52;47,65;39,97;56,12;51,35;0,896;3,98;0,49;39,8
2026-04-16;12:00;EST-02;23,95;40,41;31,32;40,77;57,37;1,181;0,71;1,49;119,6
2026-04-16;13:00;EST-02;25,08;40,84;42,46;62,97;60,44;1,185;3,45;0,89;148,6
2026-04-16;14:00;EST-02;26,71;37,67;40,44;55,68;80,39;0,998;3,75;0,36;292,6
2026-04-16;15:00;EST-02;30,48;53,83;37,41;50,84;64,59;0,976;2,7;1,93;326,6
2026-04-16;16:00;EST-02;33,7;52,51;37,4;38,59;75,24;1,042;5,49;4,47;185,6
2026-04-16;17:00;EST-02;26,74;42,68;38,81;51,82;72,76;1,167;5;1,98;178,9
2026-04-16;18:00;EST-02;31,83;46,32;36,07;51,71;67,99;1,012;5,03;3,46;50,2
2026-04-16;19:00;EST-02;21,13;41,46;34,64;38,87;76,59;0,938;5,36;1,77;341
2026-04-16;20:00;EST-02;20,83;27,07;19,68;20,37;91,05;1,109;4,47;1,54;339,4
2026-04-16;21:00;EST-02;28,86;36,8;24,55;45,85;75,04;0,584;4,03;2,92;108,7
2026-04-16;22:00;EST-02;26,31;45,74;34,81;47,72;79,07;0,829;2,9;0,51;200,5
2026-04-16;23:00;EST-02;29,48;49,33;22,44;19,83;75,79;0,702;1,53;2,13;186,7
2026-04-17;00:00;EST-02;21,75;36,28;23,56;36,44;66,14;0,207;4,52;1,74;122,5
2026-04-17;01:00;EST-02;31,67;62,62;15,64;26,45;72,4;0,527;3,29;4,42;135
2026-04-17;02:00;EST-02;24,51;29,99;23,22;30,43;64,79;0,435;4,36;2,43;114,4
2026-04-17;03:00;EST-02;23,34;28,61;23,19;25,99;48,88;0,26;4,57;2,36;314,3
2026-04-17;04:00;EST-02;23;43,82;19,08;25,39;;0,573;6,04;0;79
2026-04-17;05:00;EST-02;27,72;59,12;;12,52;47,9;0,476;5,31;4,11;226,4
2026-04-17;06:00;EST-02;25,04;43,2;23,72;30,49;50,9;0,789;6,17;2,25;
2026-04-17;07:00;EST-02;26,37;37,65;26,76;32,1;42,56;0,541;1,44;4,33;249,7
